job_id	job_address	job_city	job_zip	job_start_date	job_end_date	job_description	price_range	job_type	creator	selected_contractor
587	1083 Neville Street	Burbank	91505	8/10/2015	11/27/2019	description	11740	5870	247	665
588	3619 Norma Lane	Harrisburg	17101	8/11/2015	11/30/2019	description	11760	5880	259	214
589	4444 Garrett Street	Oklahoma City	73105	8/12/2015	12/3/2019	description	11780	5890	939	6
590	2506 Parrill Court	Englewood	80112	8/13/2015	12/6/2019	description	11800	5900	942	779
591	1306 Mercer Street	Danville	94526	8/14/2015	12/9/2019	description	11820	5910	807	520
592	3471 Thunder Road	Hollywood	33023	8/15/2015	12/12/2019	description	11840	5920	754	920
593	4819 Bottom Lane	Portland	4101	8/16/2015	12/15/2019	description	11860	5930	982	676
594	3898 Masonic Drive	Maryland Heights	63141	8/17/2015	12/18/2019	description	11880	5940	869	829
595	3963 Jones Avenue	Kansas City	66101	8/18/2015	12/21/2019	description	11900	5950	784	264
596	1898 Francis Mine	Pensacola	32501	8/19/2015	12/24/2019	description	11920	5960	987	278
597	3977 Oakridge Farm Lane	Damariscotta	4543	8/20/2015	12/27/2019	description	11940	5970	904	739
598	3519 Cottrill Lane	Wilmington	28412	8/21/2015	12/30/2019	description	11960	5980	710	873
599	4889 McDowell Street	Dallas	75212	8/22/2015	1/2/2020	description	11980	5990	401	549
600	4203 Angie Drive	Boise	83702	8/23/2015	1/5/2020	description	12000	6000	234	455
601	950 Fairfield Road	Wheeling	26003	8/24/2015	1/8/2020	description	12020	6010	383	117
602	78 Cherry Ridge Drive	Houston	77026	8/25/2015	1/11/2020	description	12040	6020	364	11
603	4883 Gateway Road	Wheaton	60187	8/26/2015	1/14/2020	description	12060	6030	778	499
604	3770 Whiteman Street	Altamonte Springs	32714	8/27/2015	1/17/2020	description	12080	6040	504	438
605	4359 Rosemont Avenue	Chapel Hill	27514	8/28/2015	1/20/2020	description	12100	6050	926	845
606	1223 Union Street	Augusta	30901	8/29/2015	1/23/2020	description	12120	6060	474	547
607	1174 Deer Haven Drive	Tulsa	74120	8/30/2015	1/26/2020	description	12140	6070	441	396
608	305 Pheasant Ridge Road	Parkersburg	26101	8/31/2015	1/29/2020	description	12160	6080	986	807
609	4872 Cooks Mine Road	Belfast	4915	9/1/2015	2/1/2020	description	12180	6090	650	577
610	639 Michigan Avenue	Strasburg	64090	9/2/2015	2/4/2020	description	12200	6100	522	493
611	2136 Hillside Drive	Johnson City	37601	9/3/2015	2/7/2020	description	12220	6110	362	866
612	4619 Settlers Lane	Flint	48502	9/4/2015	2/10/2020	description	12240	6120	603	554
613	4738 Blair Court	Chicago	75090	9/5/2015	2/13/2020	description	12260	6130	540	323
614	4497 Vesta Drive	Shelton	30071	9/6/2015	2/16/2020	description	12280	6140	901	90
615	2206 Boone Crockett Lane	Peekskill	21740	9/7/2015	2/19/2020	description	12300	6150	218	437
616	4205 Old Dear Lane	Irvine	48723	9/8/2015	2/22/2020	description	12320	6160	810	519
617	4261 Oakwood Circle	Southfield	72212	9/9/2015	2/25/2020	description	12340	6170	351	694
618	478 Bombardier Way	Norwalk	27406	9/10/2015	2/28/2020	description	12360	6180	96	443
619	3323 Bedford Street	Fort Lauderdale	60527	9/11/2015	3/2/2020	description	12380	6190	616	389
620	2817 Foley Street	Mannford	8854	9/12/2015	3/5/2020	description	12400	6200	168	898
621	3332 Hornor Avenue	Indianapolis	89506	9/13/2015	3/8/2020	description	12420	6210	396	110
622	329 Crestview Manor	Richmond	90013	9/14/2015	3/11/2020	description	12440	6220	1	124
623	4618 Coulter Lane	Atlanta	12345	9/15/2015	3/14/2020	description	12460	6230	497	403
624	1129 Stroop Hill Road	Los Angeles	98856	9/16/2015	3/17/2020	description	12480	6240	938	375
625	951 Locust Court	Burgess	14609	9/17/2015	3/20/2020	description	12500	6250	922	182
626	4928 Poe Road	South Boston	31707	9/18/2015	3/23/2020	description	12520	6260	740	639
627	452 Pearlman Avenue	Houston	99205	9/19/2015	3/26/2020	description	12540	6270	380	560
628	4102 Werninger Street	Jermyn	77340	9/20/2015	3/29/2020	description	12560	6280	494	968
629	377 Conference Center Way	New London	96813	9/21/2015	4/1/2020	description	12580	6290	763	53
630	3151 Lochmere Lane	Cheyenne	13021	9/22/2015	4/4/2020	description	12600	6300	148	993
631	1767 Thorn Street	Suitland	45701	9/23/2015	4/7/2020	description	12620	6310	19	460
632	1439 Bluff Street	Denver	75201	9/24/2015	4/10/2020	description	12640	6320	914	133
633	2070 Logan Lane	Albany	60633	9/25/2015	4/13/2020	description	12660	6330	557	876
634	2803 Oak Drive	Beaver Creek	3782	9/26/2015	4/16/2020	description	12680	6340	744	96
635	3690 New Street	Fullerton	44286	9/27/2015	4/19/2020	description	12700	6350	599	590
636	1762 Denver Avenue	Agoura	17101	9/28/2015	4/22/2020	description	12720	6360	619	917
637	4300 Quiet Valley Lane	Philadelphia	94612	9/29/2015	4/25/2020	description	12740	6370	506	433
638	511 Wakefield Street	Burbank	49508	9/30/2015	4/28/2020	description	12760	6380	848	932
639	4897 Locust Court	Harrisburg	2142	10/1/2015	5/1/2020	description	12780	6390	513	390
640	565 Aaron Smith Drive	Oklahoma City	6103	10/2/2015	5/4/2020	description	12800	6400	829	914
641	1175 Cody Ridge Road	Englewood	1012	10/3/2015	5/7/2020	description	12820	6410	65	86
642	1900 McKinley Avenue	Danville	29115	10/4/2015	5/10/2020	description	12840	6420	403	892
643	4536 Water Street	Hollywood	66061	10/5/2015	5/13/2020	description	12860	6430	919	39
644	3969 Sycamore Fork Road	Portland	15206	10/6/2015	5/16/2020	description	12880	6440	53	715
645	4324 Chipmunk Lane	Maryland Heights	24382	10/7/2015	5/19/2020	description	12900	6450	620	463
646	2598 Court Street	Kansas City	32401	10/8/2015	5/22/2020	description	12920	6460	321	417
647	4904 Poe Lane	Pensacola	19034	10/9/2015	5/25/2020	description	12940	6470	662	288
648	3769 Star Trek Drive	Damariscotta	45890	10/10/2015	5/28/2020	description	12960	6480	23	897
649	4246 Bloomfield Way	Wilmington	98501	10/11/2015	5/31/2020	description	12980	6490	530	773
650	1709 Ray Court	Dallas	13323	10/12/2015	6/3/2020	description	13000	6500	824	903
651	2597 Stoney Lane	Boise	60601	10/13/2015	6/6/2020	description	13020	6510	238	2
652	3296 Poplar Chase Lane	Wheeling	75067	10/14/2015	6/9/2020	description	13040	6520	712	765
653	3573 Tavern Place	Houston	66215	10/15/2015	6/12/2020	description	13060	6530	333	228
654	701 Monroe Street	Wheaton	32205	10/16/2015	6/15/2020	description	13080	6540	298	797
655	414 Steele Street	Altamonte Springs	17011	10/17/2015	6/18/2020	description	13100	6550	393	859
656	3897 McDonald Avenue	Chapel Hill	84047	10/18/2015	6/21/2020	description	13120	6560	344	775
657	1168 Rockford Mountain Lane	Augusta	98122	10/19/2015	6/24/2020	description	13140	6570	732	354
658	3429 Still Pastures Drive	Tulsa	93721	10/20/2015	6/27/2020	description	13160	6580	188	17
659	644 Bridge Street	Parkersburg	53562	10/21/2015	6/30/2020	description	13180	6590	646	341
660	1256 Hall Valley Drive	Belfast	52001	10/22/2015	7/3/2020	description	13200	6600	789	100
661	2164 Upton Avenue	Strasburg	36703	10/23/2015	7/6/2020	description	13220	6610	800	610
662	4999 White Oak Drive	Johnson City	30328	10/24/2015	7/9/2020	description	13240	6620	443	69
663	2033 Corbin Branch Road	Flint	89014	10/25/2015	7/12/2020	description	13260	6630	244	16
664	2814 Tuna Street	Chicago	34994	10/26/2015	7/15/2020	description	13280	6640	785	528
665	2207 Liberty Street	Shelton	30318	10/27/2015	7/18/2020	description	13300	6650	29	467
666	4387 Edington Drive	Peekskill	95204	10/28/2015	7/21/2020	description	13320	6660	905	532
667	2481 Collins Avenue	Irvine	40391	10/29/2015	7/24/2020	description	13340	6670	689	311
668	2827 Summit Street	Southfield	94108	10/30/2015	7/27/2020	description	13360	6680	6	331
669	107 Logan Lane	Norwalk	63101	10/31/2015	7/30/2020	description	13380	6690	449	71
670	2753 Commerce Boulevard	Fort Lauderdale	5403	11/1/2015	8/2/2020	description	13400	6700	399	595
671	741 Cedarstone Drive	Mannford	18706	11/2/2015	8/5/2020	description	13420	6710	997	509
672	347 Goldleaf Lane	Indianapolis	25701	11/3/2015	8/8/2020	description	13440	6720	159	81
673	4041 Woodside Circle	Richmond	75051	11/4/2015	8/11/2020	description	13460	6730	896	958
674	1734 Grove Street	Atlanta	92065	11/5/2015	8/14/2020	description	13480	6740	137	309
675	93 Stoneybrook Road	Los Angeles	97041	11/6/2015	8/17/2020	description	13500	6750	737	76
676	694 Wood Duck Drive	Burgess	7041	11/7/2015	8/20/2020	description	13520	6760	892	855
677	4523 Farm Meadow Drive	South Boston	35215	11/8/2015	8/23/2020	description	13540	6770	614	28
678	3223 Crestview Manor	Houston	23224	11/9/2015	8/26/2020	description	13560	6780	324	160
679	592 Eagle Drive	Jermyn	11101	11/10/2015	8/29/2020	description	13580	6790	291	125
680	842 Mount Street	New London	53151	11/11/2015	9/1/2020	description	13600	6800	613	258
681	2066 Tuna Street	Cheyenne	15146	11/12/2015	9/4/2020	description	13620	6810	71	702
682	3819 Fleming Way	Suitland	2154	11/13/2015	9/7/2020	description	13640	6820	652	472
683	3236 Lucky Duck Drive	Denver	96130	11/14/2015	9/10/2020	description	13660	6830	54	294
684	790 Riverside Drive	Albany	92801	11/15/2015	9/13/2020	description	13680	6840	525	366
685	3276 Philadelphia Avenue	Beaver Creek	45402	11/16/2015	9/16/2020	description	13700	6850	963	340
686	2965 Oakway Lane	Fullerton	27526	11/17/2015	9/19/2020	description	13720	6860	849	101
687	3304 Weekley Street	Agoura	11354	11/18/2015	9/22/2020	description	13740	6870	438	299
688	3395 Ingram Street	Philadelphia	60607	11/19/2015	9/25/2020	description	13760	6880	222	339
689	4490 Dawson Drive	Burbank	15132	11/20/2015	9/28/2020	description	13780	6890	972	268
690	96 Middleville Road	Harrisburg	37074	11/21/2015	10/1/2020	description	13800	6900	697	33
691	12 Perine Street	Oklahoma City	80015	11/22/2015	10/4/2020	description	13820	6910	974	562
692	321 Viking Drive	Englewood	32746	11/23/2015	10/7/2020	description	13840	6920	164	556
693	1221 Southside Lane	Danville	11743	11/24/2015	10/10/2020	description	13860	6930	852	959
694	4934 Del Dew Drive	Hollywood	33132	11/25/2015	10/13/2020	description	13880	6940	60	159
695	2814 Rosewood Court	Portland	48607	11/26/2015	10/16/2020	description	13900	6950	845	107
696	3842 Stuart Street	Maryland Heights	96782	11/27/2015	10/19/2020	description	13920	6960	711	122
697	4510 Maple Avenue	Kansas City	93535	11/28/2015	10/22/2020	description	13940	6970	288	735
698	1083 Neville Street	Pensacola	21742	11/29/2015	10/25/2020	description	13960	6980	147	698
699	3619 Norma Lane	Damariscotta	98168	11/30/2015	10/28/2020	description	13980	6990	317	573
700	4444 Garrett Street	Wilmington	7094	12/1/2015	10/31/2020	description	14000	7000	446	831
701	2506 Parrill Court	Dallas	56560	12/2/2015	11/3/2020	description	14020	7010	286	55
702	1306 Mercer Street	Boise	72901	12/3/2015	11/6/2020	description	14040	7020	840	842
703	3471 Thunder Road	Wheeling	25962	12/4/2015	11/9/2020	description	14060	7030	149	347
704	4819 Bottom Lane	Houston	10007	12/5/2015	11/12/2020	description	14080	7040	692	918
705	3898 Masonic Drive	Wheaton	89109	12/6/2015	11/15/2020	description	14100	7050	115	994
706	3963 Jones Avenue	Altamonte Springs	54401	12/7/2015	11/18/2020	description	14120	7060	791	924
707	1898 Francis Mine	Chapel Hill	68784	12/8/2015	11/21/2020	description	14140	7070	783	5
708	3977 Oakridge Farm Lane	Augusta	10940	12/9/2015	11/24/2020	description	14160	7080	871	64
709	3519 Cottrill Lane	Tulsa	73077	12/10/2015	11/27/2020	description	14180	7090	285	478
710	4889 McDowell Street	Parkersburg	64110	12/11/2015	11/30/2020	description	14200	7100	991	626
711	4203 Angie Drive	Belfast	43085	12/12/2015	12/3/2020	description	14220	7110	384	198
712	950 Fairfield Road	Strasburg	55931	12/13/2015	12/6/2020	description	14240	7120	628	833
713	78 Cherry Ridge Drive	Johnson City	80111	12/14/2015	12/9/2020	description	14260	7130	895	535
714	4883 Gateway Road	Flint	68310	12/15/2015	12/12/2020	description	14280	7140	505	9
715	3770 Whiteman Street	Chicago	44846	12/16/2015	12/15/2020	description	14300	7150	743	786
716	4359 Rosemont Avenue	Shelton	7643	12/17/2015	12/18/2020	description	14320	7160	311	67
717	1223 Union Street	Peekskill	32446	12/18/2015	12/21/2020	description	14340	7170	543	622
718	1174 Deer Haven Drive	Irvine	11743	12/19/2015	12/24/2020	description	14360	7180	560	143
719	305 Pheasant Ridge Road	Southfield	32901	12/20/2015	12/27/2020	description	14380	7190	296	164
720	4872 Cooks Mine Road	Norwalk	49855	12/21/2015	12/30/2020	description	14400	7200	84	448
721	639 Michigan Avenue	Fort Lauderdale	85348	12/22/2015	1/2/2021	description	14420	7210	282	588
722	2136 Hillside Drive	Mannford	46055	12/23/2015	1/5/2021	description	14440	7220	946	203
723	4619 Settlers Lane	Indianapolis	48335	12/24/2015	1/8/2021	description	14460	7230	464	210
724	4738 Blair Court	Richmond	48734	12/25/2015	1/11/2021	description	14480	7240	100	108
725	4497 Vesta Drive	Atlanta	48028	12/26/2015	1/14/2021	description	14500	7250	644	611
726	2206 Boone Crockett Lane	Los Angeles	23219	12/27/2015	1/17/2021	description	14520	7260	269	492
727	4205 Old Dear Lane	Burgess	15219	12/28/2015	1/20/2021	description	14540	7270	77	894
728	4261 Oakwood Circle	South Boston	30606	12/29/2015	1/23/2021	description	14560	7280	765	635
729	478 Bombardier Way	Houston	84604	12/30/2015	1/26/2021	description	14580	7290	89	636
730	3323 Bedford Street	Jermyn	90017	12/31/2015	1/29/2021	description	14600	7300	435	596
731	2817 Foley Street	New London	78205	1/1/2016	2/1/2021	description	14620	7310	150	737
732	3332 Hornor Avenue	Cheyenne	45044	1/2/2016	2/4/2021	description	14640	7320	597	459
733	329 Crestview Manor	Suitland	72211	1/3/2016	2/7/2021	description	14660	7330	925	261
734	4618 Coulter Lane	Denver	91731	1/4/2016	2/10/2021	description	14680	7340	361	841
735	1129 Stroop Hill Road	Albany	20005	1/5/2016	2/13/2021	description	14700	7350	318	83
736	951 Locust Court	Beaver Creek	43950	1/6/2016	2/16/2021	description	14720	7360	276	744
737	4928 Poe Road	Fullerton	90046	1/7/2016	2/19/2021	description	14740	7370	232	313
738	452 Pearlman Avenue	Agoura	20031	1/8/2016	2/22/2021	description	14760	7380	916	817
739	4102 Werninger Street	Philadelphia	55057	1/9/2016	2/25/2021	description	14780	7390	552	976
740	377 Conference Center Way	Burbank	97205	1/10/2016	2/28/2021	description	14800	7400	74	830
741	3151 Lochmere Lane	Harrisburg	83330	1/11/2016	3/3/2021	description	14820	7410	264	707
742	1767 Thorn Street	Oklahoma City	47591	1/12/2016	3/6/2021	description	14840	7420	209	728
743	1439 Bluff Street	Englewood	71201	1/13/2016	3/9/2021	description	14860	7430	250	822
744	2070 Logan Lane	Danville	49503	1/14/2016	3/12/2021	description	14880	7440	406	91
745	2803 Oak Drive	Hollywood	46383	1/15/2016	3/15/2021	description	14900	7450	405	253
746	3690 New Street	Portland	54801	1/16/2016	3/18/2021	description	14920	7460	371	458
747	1762 Denver Avenue	Maryland Heights	95134	1/17/2016	3/21/2021	description	14940	7470	183	320
748	4300 Quiet Valley Lane	Kansas City	14736	1/18/2016	3/24/2021	description	14960	7480	2	963
749	511 Wakefield Street	Pensacola	59230	1/19/2016	3/27/2021	description	14980	7490	642	923
750	4897 Locust Court	Damariscotta	27444	1/20/2016	3/30/2021	description	15000	7500	806	381
751	565 Aaron Smith Drive	Wilmington	95926	1/21/2016	4/2/2021	description	15020	7510	702	838
752	1175 Cody Ridge Road	Dallas	53151	1/22/2016	4/5/2021	description	15040	7520	804	132
753	1900 McKinley Avenue	Boise	63130	1/23/2016	4/8/2021	description	15060	7530	978	901
754	4536 Water Street	Wheeling	37204	1/24/2016	4/11/2021	description	15080	7540	260	325
755	3969 Sycamore Fork Road	Houston	92805	1/25/2016	4/14/2021	description	15100	7550	346	283
756	4324 Chipmunk Lane	Wheaton	53403	1/26/2016	4/17/2021	description	15120	7560	529	130
757	2598 Court Street	Altamonte Springs	14482	1/27/2016	4/20/2021	description	15140	7570	179	683
758	4904 Poe Lane	Chapel Hill	97223	1/28/2016	4/23/2021	description	15160	7580	851	271
759	3769 Star Trek Drive	Augusta	8102	1/29/2016	4/26/2021	description	15180	7590	376	279
760	4246 Bloomfield Way	Tulsa	32801	1/30/2016	4/29/2021	description	15200	7600	683	475
761	1709 Ray Court	Parkersburg	98107	1/31/2016	5/2/2021	description	15220	7610	726	783
762	2597 Stoney Lane	Belfast	29379	2/1/2016	5/5/2021	description	15240	7620	26	484
763	3296 Poplar Chase Lane	Strasburg	19107	2/2/2016	5/8/2021	description	15260	7630	797	734
764	3573 Tavern Place	Johnson City	88339	2/3/2016	5/11/2021	description	15280	7640	411	989
765	701 Monroe Street	Flint	15017	2/4/2016	5/14/2021	description	15300	7650	672	511
766	414 Steele Street	Chicago	1890	2/5/2016	5/17/2021	description	15320	7660	499	857
767	3897 McDonald Avenue	Shelton	11357	2/6/2016	5/20/2021	description	15340	7670	293	7
768	1168 Rockford Mountain Lane	Peekskill	64093	2/7/2016	5/23/2021	description	15360	7680	309	423
769	3429 Still Pastures Drive	Irvine	60628	2/8/2016	5/26/2021	description	15380	7690	975	118
770	644 Bridge Street	Southfield	98584	2/9/2016	5/29/2021	description	15400	7700	30	364
771	1256 Hall Valley Drive	Norwalk	10566	2/10/2016	6/1/2021	description	15420	7710	83	922
772	2164 Upton Avenue	Fort Lauderdale	92614	2/11/2016	6/4/2021	description	15440	7720	822	27
773	4999 White Oak Drive	Mannford	48075	2/12/2016	6/7/2021	description	15460	7730	900	146
774	2033 Corbin Branch Road	Indianapolis	6851	2/13/2016	6/10/2021	description	15480	7740	132	416
775	2814 Tuna Street	Richmond	33308	2/14/2016	6/13/2021	description	15500	7750	169	178
776	2207 Liberty Street	Atlanta	74044	2/15/2016	6/16/2021	description	15520	7760	335	111
777	4387 Edington Drive	Los Angeles	46214	2/16/2016	6/19/2021	description	15540	7770	739	772
778	2481 Collins Avenue	Burgess	23233	2/17/2016	6/22/2021	description	15560	7780	685	664
779	2827 Summit Street	South Boston	30303	2/18/2016	6/25/2021	description	15580	7790	574	131
780	107 Logan Lane	Houston	90017	2/19/2016	6/28/2021	description	15600	7800	31	397
781	2753 Commerce Boulevard	Jermyn	29576	2/20/2016	7/1/2021	description	15620	7810	967	586
782	741 Cedarstone Drive	New London	2127	2/21/2016	7/4/2021	description	15640	7820	876	379
783	347 Goldleaf Lane	Cheyenne	77032	2/22/2016	7/7/2021	description	15660	7830	556	442
784	4041 Woodside Circle	Suitland	18433	2/23/2016	7/10/2021	description	15680	7840	111	78
785	1734 Grove Street	Denver	6320	2/24/2016	7/13/2021	description	15700	7850	97	513
786	93 Stoneybrook Road	Albany	82003	2/25/2016	7/16/2021	description	15720	7860	124	302
787	694 Wood Duck Drive	Beaver Creek	20746	2/26/2016	7/19/2021	description	15740	7870	722	692
788	4523 Farm Meadow Drive	Fullerton	80205	2/27/2016	7/22/2021	description	15760	7880	72	801
789	3223 Crestview Manor	Agoura	12207	2/28/2016	7/25/2021	description	15780	7890	191	867
790	592 Eagle Drive	Philadelphia	97004	2/29/2016	7/28/2021	description	15800	7900	761	947
791	842 Mount Street	Burbank	93632	3/1/2016	7/31/2021	description	15820	7910	32	166
792	2066 Tuna Street	Harrisburg	91301	3/2/2016	8/3/2021	description	15840	7920	903	432
793	3819 Fleming Way	Oklahoma City	19107	3/3/2016	8/6/2021	description	15860	7930	391	839
794	3236 Lucky Duck Drive	Englewood	91505	3/4/2016	8/9/2021	description	15880	7940	770	580
795	790 Riverside Drive	Danville	17101	3/5/2016	8/12/2021	description	15900	7950	491	895
796	3276 Philadelphia Avenue	Hollywood	73105	3/6/2016	8/15/2021	description	15920	7960	924	832
797	2965 Oakway Lane	Portland	80112	3/7/2016	8/18/2021	description	15940	7970	130	727
798	3304 Weekley Street	Maryland Heights	94526	3/8/2016	8/21/2021	description	15960	7980	704	516
799	3395 Ingram Street	Kansas City	33023	3/9/2016	8/24/2021	description	15980	7990	735	199
800	4490 Dawson Drive	Pensacola	4101	3/10/2016	8/27/2021	description	16000	8000	434	405
801	96 Middleville Road	Damariscotta	63141	3/11/2016	8/30/2021	description	16020	8010	490	380
802	12 Perine Street	Wilmington	66101	3/12/2016	9/2/2021	description	16040	8020	136	784
803	321 Viking Drive	Dallas	32501	3/13/2016	9/5/2021	description	16060	8030	429	127
804	1221 Southside Lane	Boise	4543	3/14/2016	9/8/2021	description	16080	8040	482	466
805	4934 Del Dew Drive	Wheeling	28412	3/15/2016	9/11/2021	description	16100	8050	949	619
806	2814 Rosewood Court	Houston	75212	3/16/2016	9/14/2021	description	16120	8060	389	57
807	3842 Stuart Street	Wheaton	83702	3/17/2016	9/17/2021	description	16140	8070	243	620
808	4510 Maple Avenue	Altamonte Springs	26003	3/18/2016	9/20/2021	description	16160	8080	594	680
809	1083 Neville Street	Chapel Hill	77026	3/19/2016	9/23/2021	description	16180	8090	969	59
810	3619 Norma Lane	Augusta	60187	3/20/2016	9/26/2021	description	16200	8100	289	572
811	4444 Garrett Street	Tulsa	32714	3/21/2016	9/29/2021	description	16220	8110	706	815
812	2506 Parrill Court	Parkersburg	27514	3/22/2016	10/2/2021	description	16240	8120	934	213
813	1306 Mercer Street	Belfast	30901	3/23/2016	10/5/2021	description	16260	8130	816	361
814	3471 Thunder Road	Strasburg	74120	3/24/2016	10/8/2021	description	16280	8140	360	785
815	4819 Bottom Lane	Johnson City	26101	3/25/2016	10/11/2021	description	16300	8150	879	192
816	3898 Masonic Drive	Flint	4915	3/26/2016	10/14/2021	description	16320	8160	204	348
817	3963 Jones Avenue	Chicago	64090	3/27/2016	10/17/2021	description	16340	8170	937	689
818	1898 Francis Mine	Shelton	37601	3/28/2016	10/20/2021	description	16360	8180	78	874
819	3977 Oakridge Farm Lane	Peekskill	48502	3/29/2016	10/23/2021	description	16380	8190	546	818
820	3519 Cottrill Lane	Irvine	75090	3/30/2016	10/26/2021	description	16400	8200	553	489
821	4889 McDowell Street	Southfield	30071	3/31/2016	10/29/2021	description	16420	8210	558	546
822	4203 Angie Drive	Norwalk	21740	4/1/2016	11/1/2021	description	16440	8220	10	673
823	950 Fairfield Road	Fort Lauderdale	48723	4/2/2016	11/4/2021	description	16460	8230	854	890
824	78 Cherry Ridge Drive	Mannford	72212	4/3/2016	11/7/2021	description	16480	8240	622	356
825	4883 Gateway Road	Indianapolis	27406	4/4/2016	11/10/2021	description	16500	8250	217	756
826	3770 Whiteman Street	Richmond	60527	4/5/2016	11/13/2021	description	16520	8260	496	579
827	4359 Rosemont Avenue	Atlanta	8854	4/6/2016	11/16/2021	description	16540	8270	131	585
828	1223 Union Street	Los Angeles	89506	4/7/2016	11/19/2021	description	16560	8280	363	238
829	1174 Deer Haven Drive	Burgess	90013	4/8/2016	11/22/2021	description	16580	8290	415	981
830	305 Pheasant Ridge Road	South Boston	12345	4/9/2016	11/25/2021	description	16600	8300	528	80
831	4872 Cooks Mine Road	Houston	98856	4/10/2016	11/28/2021	description	16620	8310	254	470
832	639 Michigan Avenue	Jermyn	14609	4/11/2016	12/1/2021	description	16640	8320	373	267
833	2136 Hillside Drive	New London	31707	4/12/2016	12/4/2021	description	16660	8330	850	350
834	4619 Settlers Lane	Cheyenne	99205	4/13/2016	12/7/2021	description	16680	8340	565	961
835	4738 Blair Court	Suitland	77340	4/14/2016	12/10/2021	description	16700	8350	981	284
836	4497 Vesta Drive	Denver	96813	4/15/2016	12/13/2021	description	16720	8360	738	563
837	2206 Boone Crockett Lane	Albany	13021	4/16/2016	12/16/2021	description	16740	8370	766	41
838	4205 Old Dear Lane	Beaver Creek	45701	4/17/2016	12/19/2021	description	16760	8380	388	177
839	4261 Oakwood Circle	Fullerton	75201	4/18/2016	12/22/2021	description	16780	8390	661	445
840	478 Bombardier Way	Agoura	60633	4/19/2016	12/25/2021	description	16800	8400	601	139
841	3323 Bedford Street	Philadelphia	3782	4/20/2016	12/28/2021	description	16820	8410	731	225
842	2817 Foley Street	Burbank	44286	4/21/2016	12/31/2021	description	16840	8420	899	391
843	3332 Hornor Avenue	Harrisburg	17101	4/22/2016	1/3/2022	description	16860	8430	623	960
844	329 Crestview Manor	Oklahoma City	94612	4/23/2016	1/6/2022	description	16880	8440	693	742
845	4618 Coulter Lane	Englewood	49508	4/24/2016	1/9/2022	description	16900	8450	948	31
846	1129 Stroop Hill Road	Danville	2142	4/25/2016	1/12/2022	description	16920	8460	703	860
847	951 Locust Court	Hollywood	6103	4/26/2016	1/15/2022	description	16940	8470	21	47
848	4928 Poe Road	Portland	1012	4/27/2016	1/18/2022	description	16960	8480	430	157
849	452 Pearlman Avenue	Maryland Heights	29115	4/28/2016	1/21/2022	description	16980	8490	787	847
850	4102 Werninger Street	Kansas City	66061	4/29/2016	1/24/2022	description	17000	8500	481	602
851	377 Conference Center Way	Pensacola	15206	4/30/2016	1/27/2022	description	17020	8510	889	151
852	3151 Lochmere Lane	Damariscotta	24382	5/1/2016	1/30/2022	description	17040	8520	193	222
853	1767 Thorn Street	Wilmington	32401	5/2/2016	2/2/2022	description	17060	8530	610	272
854	1439 Bluff Street	Dallas	19034	5/3/2016	2/5/2022	description	17080	8540	534	883
855	2070 Logan Lane	Boise	45890	5/4/2016	2/8/2022	description	17100	8550	708	42
856	2803 Oak Drive	Wheeling	98501	5/5/2016	2/11/2022	description	17120	8560	588	713
857	3690 New Street	Houston	13323	5/6/2016	2/14/2022	description	17140	8570	996	850
858	1762 Denver Avenue	Wheaton	60601	5/7/2016	2/17/2022	description	17160	8580	640	684
859	4300 Quiet Valley Lane	Altamonte Springs	75067	5/8/2016	2/20/2022	description	17180	8590	666	220
860	511 Wakefield Street	Chapel Hill	66215	5/9/2016	2/23/2022	description	17200	8600	240	420
861	4897 Locust Court	Augusta	32205	5/10/2016	2/26/2022	description	17220	8610	412	223
862	565 Aaron Smith Drive	Tulsa	17011	5/11/2016	3/1/2022	description	17240	8620	625	733
863	1175 Cody Ridge Road	Parkersburg	84047	5/12/2016	3/4/2022	description	17260	8630	225	450
864	1900 McKinley Avenue	Belfast	98122	5/13/2016	3/7/2022	description	17280	8640	452	476
865	4536 Water Street	Strasburg	93721	5/14/2016	3/10/2022	description	17300	8650	886	589
866	3969 Sycamore Fork Road	Johnson City	53562	5/15/2016	3/13/2022	description	17320	8660	342	574
867	4324 Chipmunk Lane	Flint	52001	5/16/2016	3/16/2022	description	17340	8670	883	335
868	2598 Court Street	Chicago	36703	5/17/2016	3/19/2022	description	17360	8680	284	346
869	4904 Poe Lane	Shelton	30328	5/18/2016	3/22/2022	description	17380	8690	842	21
870	3769 Star Trek Drive	Peekskill	89014	5/19/2016	3/25/2022	description	17400	8700	992	741
871	4246 Bloomfield Way	Irvine	34994	5/20/2016	3/28/2022	description	17420	8710	684	671
872	1709 Ray Court	Southfield	30318	5/21/2016	3/31/2022	description	17440	8720	120	92
873	2597 Stoney Lane	Norwalk	95204	5/22/2016	4/3/2022	description	17460	8730	246	262
874	3296 Poplar Chase Lane	Fort Lauderdale	40391	5/23/2016	4/6/2022	description	17480	8740	331	158
875	3573 Tavern Place	Mannford	94108	5/24/2016	4/9/2022	description	17500	8750	767	73
876	701 Monroe Street	Indianapolis	63101	5/25/2016	4/12/2022	description	17520	8760	954	281
877	414 Steele Street	Richmond	5403	5/26/2016	4/15/2022	description	17540	8770	586	757
878	3897 McDonald Avenue	Atlanta	18706	5/27/2016	4/18/2022	description	17560	8780	174	939
